 time            v(NIN)          v(NDIV)         v(NSKOUT)      
 1.64463383e-03 -6.30994247e+00 -1.57703990e+00 -6.18575837e-01 
 1.64513383e-03 -6.32536099e+00 -1.58089627e+00 -6.23801460e-01 
 1.64563383e-03 -6.34071708e+00 -1.58473704e+00 -6.29020927e-01 
 1.64613383e-03 -6.35601058e+00 -1.58856216e+00 -6.34234187e-01 
 1.64663383e-03 -6.37124136e+00 -1.59237161e+00 -6.39441188e-01 
 1.64713383e-03 -6.38640926e+00 -1.59616534e+00 -6.44641880e-01 
 1.64763383e-03 -6.40151413e+00 -1.59994331e+00 -6.49836209e-01 
 1.64813383e-03 -6.41655581e+00 -1.60370550e+00 -6.55024126e-01 
 1.64863383e-03 -6.43153417e+00 -1.60745186e+00 -6.60205579e-01 
 1.64913383e-03 -6.44644905e+00 -1.61118235e+00 -6.65380517e-01 
 1.64963383e-03 -6.46130030e+00 -1.61489695e+00 -6.70548889e-01 
 1.65013383e-03 -6.47608779e+00 -1.61859560e+00 -6.75710644e-01 
 1.65063383e-03 -6.49081136e+00 -1.62227828e+00 -6.80865731e-01 
 1.65113383e-03 -6.50547087e+00 -1.62594495e+00 -6.86014099e-01 
 1.65163383e-03 -6.52006617e+00 -1.62959558e+00 -6.91155697e-01 
 1.65213383e-03 -6.53459712e+00 -1.63323012e+00 -6.96290474e-01 
 1.65263383e-03 -6.54906357e+00 -1.63684854e+00 -7.01418381e-01 
 1.65313383e-03 -6.56346540e+00 -1.64045080e+00 -7.06539365e-01 
 1.65363383e-03 -6.57780244e+00 -1.64403688e+00 -7.11653377e-01 
 1.65413383e-03 -6.59207456e+00 -1.64760673e+00 -7.16760367e-01 
 1.65463383e-03 -6.60628162e+00 -1.65116032e+00 -7.21860283e-01 
 1.65513383e-03 -6.62042348e+00 -1.65469761e+00 -7.26953076e-01 
 1.65563383e-03 -6.63449999e+00 -1.65821858e+00 -7.32038695e-01 
 1.65613383e-03 -6.64851103e+00 -1.66172318e+00 -7.37117090e-01 
 1.65663383e-03 -6.66245645e+00 -1.66521137e+00 -7.42188210e-01 
 1.65713383e-03 -6.67633612e+00 -1.66868314e+00 -7.47252007e-01 
 1.65763383e-03 -6.69014989e+00 -1.67213843e+00 -7.52308430e-01 
 1.65813383e-03 -6.70389763e+00 -1.67557722e+00 -7.57357428e-01 
 1.65863383e-03 -6.71757921e+00 -1.67899948e+00 -7.62398953e-01 
 1.65913383e-03 -6.73119449e+00 -1.68240516e+00 -7.67432954e-01 
 1.65963383e-03 -6.74474333e+00 -1.68579424e+00 -7.72459382e-01 
 1.66013383e-03 -6.75822561e+00 -1.68916668e+00 -7.77478186e-01 
 1.66063383e-03 -6.77164118e+00 -1.69252245e+00 -7.82489319e-01 
 1.66113383e-03 -6.78498992e+00 -1.69586152e+00 -7.87492729e-01 
 1.66163383e-03 -6.79827170e+00 -1.69918385e+00 -7.92488368e-01 
 1.66213383e-03 -6.81148638e+00 -1.70248941e+00 -7.97476187e-01 
 1.66263383e-03 -6.82463383e+00 -1.70577817e+00 -8.02456136e-01 
 1.66313383e-03 -6.83771393e+00 -1.70905009e+00 -8.07428166e-01 
 1.66363383e-03 -6.85072654e+00 -1.71230515e+00 -8.12392228e-01 
 1.66413383e-03 -6.86367154e+00 -1.71554331e+00 -8.17348273e-01 
 1.66463383e-03 -6.87654879e+00 -1.71876453e+00 -8.22296251e-01 
 1.66513383e-03 -6.88935818e+00 -1.72196880e+00 -8.27236116e-01 
 1.66563383e-03 -6.90209957e+00 -1.72515606e+00 -8.32167816e-01 
 1.66613383e-03 -6.91477285e+00 -1.72832631e+00 -8.37091305e-01 
 1.66663383e-03 -6.92737787e+00 -1.73147949e+00 -8.42006532e-01 
 1.66713383e-03 -6.93991453e+00 -1.73461559e+00 -8.46913451e-01 
 1.66763383e-03 -6.95238269e+00 -1.73773456e+00 -8.51812012e-01 
 1.66813383e-03 -6.96478223e+00 -1.74083639e+00 -8.56702166e-01 
 1.66863383e-03 -6.97711303e+00 -1.74392104e+00 -8.61583867e-01 
 1.66913383e-03 -6.98937498e+00 -1.74698847e+00 -8.66457064e-01 
 1.66963383e-03 -7.00156794e+00 -1.75003867e+00 -8.71321712e-01 
 1.67013383e-03 -7.01369179e+00 -1.75307159e+00 -8.76177760e-01 
 1.67063383e-03 -7.02574643e+00 -1.75608721e+00 -8.81025162e-01 
 1.67113383e-03 -7.03773172e+00 -1.75908550e+00 -8.85863870e-01 
 1.67163383e-03 -7.04964756e+00 -1.76206642e+00 -8.90693836e-01 
 1.67213383e-03 -7.06149381e+00 -1.76502996e+00 -8.95515012e-01 
 1.67263383e-03 -7.07327038e+00 -1.76797608e+00 -9.00327350e-01 
 1.67313383e-03 -7.08497713e+00 -1.77090475e+00 -9.05130804e-01 
 1.67363383e-03 -7.09661396e+00 -1.77381594e+00 -9.09925325e-01 
 1.67413383e-03 -7.10818074e+00 -1.77670963e+00 -9.14710867e-01 
 1.67463383e-03 -7.11967737e+00 -1.77958578e+00 -9.19487382e-01 
 1.67513383e-03 -7.13110374e+00 -1.78244437e+00 -9.24254823e-01 
 1.67563383e-03 -7.14245972e+00 -1.78528536e+00 -9.29013143e-01 
 1.67613383e-03 -7.15374521e+00 -1.78810874e+00 -9.33762295e-01 
 1.67663383e-03 -7.16496009e+00 -1.79091447e+00 -9.38502232e-01 
 1.67713383e-03 -7.17610426e+00 -1.79370253e+00 -9.43232908e-01 
 1.67763383e-03 -7.18717761e+00 -1.79647288e+00 -9.47954275e-01 
 1.67813383e-03 -7.19818001e+00 -1.79922550e+00 -9.52666288e-01 
 1.67863383e-03 -7.20911138e+00 -1.80196037e+00 -9.57368899e-01 
 1.67913383e-03 -7.21997160e+00 -1.80467745e+00 -9.62062062e-01 
 1.67963383e-03 -7.23076055e+00 -1.80737672e+00 -9.66745731e-01 
 1.68013383e-03 -7.24147814e+00 -1.81005815e+00 -9.71419860e-01 
 1.68063383e-03 -7.25212427e+00 -1.81272172e+00 -9.76084402e-01 
 1.68113383e-03 -7.26269881e+00 -1.81536740e+00 -9.80739312e-01 
 1.68163383e-03 -7.27320168e+00 -1.81799517e+00 -9.85384543e-01 
 1.68213383e-03 -7.28363276e+00 -1.82060499e+00 -9.90020050e-01 
 1.68263383e-03 -7.29399196e+00 -1.82319684e+00 -9.94645787e-01 
 1.68313383e-03 -7.30427916e+00 -1.82577070e+00 -9.99261708e-01 
 1.68363383e-03 -7.31449428e+00 -1.82832654e+00 -1.00386777e+00 
 1.68413383e-03 -7.32463721e+00 -1.83086434e+00 -1.00846392e+00 
 1.68463383e-03 -7.33470784e+00 -1.83338407e+00 -1.01305012e+00 
 1.68513383e-03 -7.34470609e+00 -1.83588570e+00 -1.01762633e+00 
 1.68563383e-03 -7.35463184e+00 -1.83836922e+00 -1.02219249e+00 
 1.68613383e-03 -7.36448501e+00 -1.84083459e+00 -1.02674856e+00 
 1.68663383e-03 -7.37426549e+00 -1.84328179e+00 -1.03129450e+00 
 1.68713383e-03 -7.38397319e+00 -1.84571080e+00 -1.03583027e+00 
 1.68763383e-03 -7.39360802e+00 -1.84812160e+00 -1.04035581e+00 
 1.68813383e-03 -7.40316987e+00 -1.85051416e+00 -1.04487108e+00 
 1.68863383e-03 -7.41265866e+00 -1.85288845e+00 -1.04937605e+00 
 1.68913383e-03 -7.42207429e+00 -1.85524446e+00 -1.05387066e+00 
 1.68963383e-03 -7.43141666e+00 -1.85758216e+00 -1.05835486e+00 
 1.69013383e-03 -7.44068569e+00 -1.85990152e+00 -1.06282863e+00 
 1.69063383e-03 -7.44988128e+00 -1.86220253e+00 -1.06729190e+00 
 1.69113383e-03 -7.45900335e+00 -1.86448516e+00 -1.07174464e+00 
 1.69163383e-03 -7.46805179e+00 -1.86674939e+00 -1.07618681e+00 
 1.69213383e-03 -7.47702654e+00 -1.86899520e+00 -1.08061835e+00 
 1.69263383e-03 -7.48592748e+00 -1.87122256e+00 -1.08503923e+00 
 1.69313383e-03 -7.49475454e+00 -1.87343146e+00 -1.08944941e+00 
 1.69363383e-03 -7.50350764e+00 -1.87562186e+00 -1.09384883e+00 
 1.69413383e-03 -7.51218667e+00 -1.87779375e+00 -1.09823746e+00 
 1.69463383e-03 -7.52079157e+00 -1.87994712e+00 -1.10261524e+00 
 1.69513383e-03 -7.52932223e+00 -1.88208192e+00 -1.10698215e+00 
 1.69563383e-03 -7.53777859e+00 -1.88419816e+00 -1.11133813e+00 
 1.69613383e-03 -7.54616055e+00 -1.88629580e+00 -1.11568315e+00 
 1.69663383e-03 -7.55446803e+00 -1.88837482e+00 -1.12001716e+00 
 1.69713383e-03 -7.56270095e+00 -1.89043520e+00 -1.12434011e+00 
 1.69763383e-03 -7.57085924e+00 -1.89247693e+00 -1.12865197e+00 
 1.69813383e-03 -7.57894280e+00 -1.89449998e+00 -1.13295269e+00 
 1.69863383e-03 -7.58695156e+00 -1.89650434e+00 -1.13724222e+00 
 1.69913383e-03 -7.59488544e+00 -1.89848997e+00 -1.14152054e+00 
 1.69963383e-03 -7.60274436e+00 -1.90045687e+00 -1.14578759e+00 
 1.70013383e-03 -7.61052825e+00 -1.90240502e+00 -1.15004333e+00 
 1.70063383e-03 -7.61823702e+00 -1.90433439e+00 -1.15428773e+00 
 1.70113383e-03 -7.62587060e+00 -1.90624496e+00 -1.15852073e+00 
 1.70163383e-03 -7.63342892e+00 -1.90813672e+00 -1.16274230e+00 
 1.70213383e-03 -7.64091190e+00 -1.91000966e+00 -1.16695239e+00 
 1.70263383e-03 -7.64831947e+00 -1.91186374e+00 -1.17115097e+00 
 1.70313383e-03 -7.65565155e+00 -1.91369895e+00 -1.17533799e+00 
 1.70363383e-03 -7.66290808e+00 -1.91551527e+00 -1.17951341e+00 
 1.70413383e-03 -7.67008897e+00 -1.91731269e+00 -1.18367719e+00 
 1.70463383e-03 -7.67719416e+00 -1.91909119e+00 -1.18782930e+00 
 1.70513383e-03 -7.68422359e+00 -1.92085075e+00 -1.19196967e+00 
 1.70563383e-03 -7.69117717e+00 -1.92259135e+00 -1.19609829e+00 
 1.70613383e-03 -7.69805484e+00 -1.92431298e+00 -1.20021510e+00 
 1.70663383e-03 -7.70485654e+00 -1.92601561e+00 -1.20432007e+00 
 1.70713383e-03 -7.71158219e+00 -1.92769924e+00 -1.20841315e+00 
 1.70763383e-03 -7.71823173e+00 -1.92936384e+00 -1.21249431e+00 
 1.70813383e-03 -7.72480510e+00 -1.93100941e+00 -1.21656350e+00 
 1.70863383e-03 -7.73130223e+00 -1.93263591e+00 -1.22062068e+00 
 1.70913383e-03 -7.73772305e+00 -1.93424334e+00 -1.22466582e+00 
 1.70963383e-03 -7.74406750e+00 -1.93583168e+00 -1.22869888e+00 
 1.71013383e-03 -7.75033552e+00 -1.93740092e+00 -1.23271980e+00 
 1.71063383e-03 -7.75652705e+00 -1.93895103e+00 -1.23672857e+00 
 1.71113383e-03 -7.76264203e+00 -1.94048201e+00 -1.24072512e+00 
 1.71163383e-03 -7.76868039e+00 -1.94199384e+00 -1.24470944e+00 
 1.71213383e-03 -7.77464208e+00 -1.94348650e+00 -1.24868147e+00 
 1.71263383e-03 -7.78052704e+00 -1.94495999e+00 -1.25264118e+00 
 1.71313383e-03 -7.78633520e+00 -1.94641427e+00 -1.25658852e+00 
 1.71363383e-03 -7.79206652e+00 -1.94784935e+00 -1.26052347e+00 
 1.71413383e-03 -7.79772093e+00 -1.94926520e+00 -1.26444597e+00 
 1.71463383e-03 -7.80329838e+00 -1.95066182e+00 -1.26835600e+00 
 1.71513383e-03 -7.80879882e+00 -1.95203919e+00 -1.27225351e+00 
 1.71563383e-03 -7.81422219e+00 -1.95339729e+00 -1.27613846e+00 
 1.71613383e-03 -7.81956843e+00 -1.95473611e+00 -1.28001082e+00 
 1.71663383e-03 -7.82483750e+00 -1.95605564e+00 -1.28387055e+00 
 1.71713383e-03 -7.83002934e+00 -1.95735586e+00 -1.28771761e+00 
 1.71763383e-03 -7.83514390e+00 -1.95863677e+00 -1.29155196e+00 
 1.71813383e-03 -7.84018113e+00 -1.95989835e+00 -1.29537357e+00 
 1.71863383e-03 -7.84514098e+00 -1.96114058e+00 -1.29918239e+00 
 1.71913383e-03 -7.85002340e+00 -1.96236346e+00 -1.30297839e+00 
 1.71963383e-03 -7.85482835e+00 -1.96356697e+00 -1.30676153e+00 
 1.72013383e-03 -7.85955577e+00 -1.96475111e+00 -1.31053178e+00 
 1.72063383e-03 -7.86420562e+00 -1.96591585e+00 -1.31428909e+00 
 1.72113383e-03 -7.86877786e+00 -1.96706119e+00 -1.31803343e+00 
 1.72163383e-03 -7.87327243e+00 -1.96818712e+00 -1.32176477e+00 
 1.72213383e-03 -7.87768930e+00 -1.96929362e+00 -1.32548306e+00 
 1.72263383e-03 -7.88202842e+00 -1.97038069e+00 -1.32918827e+00 
 1.72313383e-03 -7.88628974e+00 -1.97144831e+00 -1.33288036e+00 
 1.72363383e-03 -7.89047323e+00 -1.97249648e+00 -1.33655930e+00 
 1.72413383e-03 -7.89457885e+00 -1.97352518e+00 -1.34022505e+00 
 1.72463383e-03 -7.89860655e+00 -1.97453440e+00 -1.34387757e+00 
 1.72513383e-03 -7.90255629e+00 -1.97552413e+00 -1.34751684e+00 
 1.72563383e-03 -7.90642804e+00 -1.97649437e+00 -1.35114280e+00 
 1.72613383e-03 -7.91022175e+00 -1.97744510e+00 -1.35475543e+00 
 1.72663383e-03 -7.91393740e+00 -1.97837631e+00 -1.35835469e+00 
 1.72713383e-03 -7.91757493e+00 -1.97928800e+00 -1.36194054e+00 
 1.72763383e-03 -7.92113433e+00 -1.98018016e+00 -1.36551296e+00 
 1.72813383e-03 -7.92461554e+00 -1.98105277e+00 -1.36907189e+00 
 1.72863383e-03 -7.92801854e+00 -1.98190583e+00 -1.37261732e+00 
 1.72913383e-03 -7.93134330e+00 -1.98273933e+00 -1.37614920e+00 
 1.72963383e-03 -7.93458978e+00 -1.98355326e+00 -1.37966750e+00 
 1.73013383e-03 -7.93775794e+00 -1.98434762e+00 -1.38317219e+00 
 1.73063383e-03 -7.94084776e+00 -1.98512239e+00 -1.38666322e+00 
 1.73113383e-03 -7.94385921e+00 -1.98587757e+00 -1.39014057e+00 
 1.73163383e-03 -7.94679226e+00 -1.98661315e+00 -1.39360420e+00 
 1.73213383e-03 -7.94964688e+00 -1.98732913e+00 -1.39705408e+00 
 1.73263383e-03 -7.95242303e+00 -1.98802549e+00 -1.40049017e+00 
 1.73313383e-03 -7.95512070e+00 -1.98870223e+00 -1.40391245e+00 
 1.73363383e-03 -7.95773986e+00 -1.98935934e+00 -1.40732086e+00 
 1.73413383e-03 -7.96028047e+00 -1.98999682e+00 -1.41071539e+00 
 1.73463383e-03 -7.96274252e+00 -1.99061466e+00 -1.41409599e+00 
 1.73513383e-03 -7.96512598e+00 -1.99121286e+00 -1.41746264e+00 
 1.73563383e-03 -7.96743083e+00 -1.99179140e+00 -1.42081531e+00 
 1.73613383e-03 -7.96965704e+00 -1.99235028e+00 -1.42415395e+00 
 1.73663383e-03 -7.97180460e+00 -1.99288950e+00 -1.42747853e+00 
 1.73713383e-03 -7.97387348e+00 -1.99340906e+00 -1.43078903e+00 
 1.73763383e-03 -7.97586366e+00 -1.99390894e+00 -1.43408541e+00 
 1.73813383e-03 -7.97777512e+00 -1.99438914e+00 -1.43736764e+00 
 1.73863383e-03 -7.97960784e+00 -1.99484965e+00 -1.44063568e+00 
 1.73913383e-03 -7.98136181e+00 -1.99529048e+00 -1.44388950e+00 
 1.73963383e-03 -7.98303700e+00 -1.99571162e+00 -1.44712908e+00 
 1.74013383e-03 -7.98463341e+00 -1.99611306e+00 -1.45035437e+00 
 1.74063383e-03 -7.98615101e+00 -1.99649480e+00 -1.45356535e+00 
 1.74113383e-03 -7.98758979e+00 -1.99685683e+00 -1.45676199e+00 
 1.74163383e-03 -7.98894973e+00 -1.99719916e+00 -1.45994425e+00 
 1.74213383e-03 -7.99023083e+00 -1.99752178e+00 -1.46311210e+00 
 1.74263383e-03 -7.99143307e+00 -1.99782468e+00 -1.46626551e+00 
 1.74313383e-03 -7.99255643e+00 -1.99810786e+00 -1.46940445e+00 
 1.74363383e-03 -7.99360091e+00 -1.99837133e+00 -1.47252890e+00 
 1.74413383e-03 -7.99456650e+00 -1.99861507e+00 -1.47563881e+00 
 1.74463383e-03 -7.99545319e+00 -1.99883908e+00 -1.47873415e+00 
 1.74513383e-03 -7.99626096e+00 -1.99904337e+00 -1.48181491e+00 
 1.74563383e-03 -7.99698981e+00 -1.99922793e+00 -1.48488104e+00 
 1.74613383e-03 -7.99763974e+00 -1.99939276e+00 -1.48793251e+00 
 1.74663383e-03 -7.99821073e+00 -1.99953785e+00 -1.49096931e+00 
 1.74713383e-03 -7.99870279e+00 -1.99966321e+00 -1.49399138e+00 
 1.74763383e-03 -7.99911590e+00 -1.99976884e+00 -1.49699872e+00 
 1.74813383e-03 -7.99945006e+00 -1.99985473e+00 -1.49999128e+00 
 1.74863383e-03 -7.99970527e+00 -1.99992088e+00 -1.50296904e+00 
 1.74913383e-03 -7.99988153e+00 -1.99996729e+00 -1.50593197e+00 
 1.74963383e-03 -7.99997883e+00 -1.99999396e+00 -1.50888003e+00 
 1.75013383e-03 -7.99999717e+00 -2.00000090e+00 -1.51181320e+00 
 1.75063383e-03 -7.99993656e+00 -1.99998809e+00 -1.51473146e+00 
 1.75113383e-03 -7.99979699e+00 -1.99995555e+00 -1.51763476e+00 
 1.75163383e-03 -7.99957847e+00 -1.99990327e+00 -1.52052309e+00 
 1.75213383e-03 -7.99928099e+00 -1.99983124e+00 -1.52339642e+00 
 1.75263383e-03 -7.99890457e+00 -1.99973949e+00 -1.52625470e+00 
 1.75313383e-03 -7.99844919e+00 -1.99962799e+00 -1.52909793e+00 
 1.75363383e-03 -7.99791488e+00 -1.99949676e+00 -1.53192607e+00 
 1.75413383e-03 -7.99730163e+00 -1.99934580e+00 -1.53473909e+00 
 1.75463383e-03 -7.99660945e+00 -1.99917510e+00 -1.53753696e+00 
 1.75513383e-03 -7.99583835e+00 -1.99898467e+00 -1.54031966e+00 
 1.75563383e-03 -7.99498833e+00 -1.99877451e+00 -1.54308716e+00 
 1.75613383e-03 -7.99405941e+00 -1.99854463e+00 -1.54583943e+00 
 1.75663383e-03 -7.99305158e+00 -1.99829502e+00 -1.54857644e+00 
 1.75713383e-03 -7.99196487e+00 -1.99802569e+00 -1.55129817e+00 
 1.75763383e-03 -7.99079928e+00 -1.99773664e+00 -1.55400459e+00 
 1.75813383e-03 -7.98955483e+00 -1.99742787e+00 -1.55669568e+00 
 1.75863383e-03 -7.98823152e+00 -1.99709939e+00 -1.55937140e+00 
 1.75913383e-03 -7.98682937e+00 -1.99675119e+00 -1.56203174e+00 
 1.75963383e-03 -7.98534839e+00 -1.99638329e+00 -1.56467666e+00 
 1.76013383e-03 -7.98378860e+00 -1.99599569e+00 -1.56730614e+00 
 1.76063383e-03 -7.98215002e+00 -1.99558839e+00 -1.56992015e+00 
 1.76113383e-03 -7.98043265e+00 -1.99516139e+00 -1.57251866e+00 
 1.76163383e-03 -7.97863652e+00 -1.99471469e+00 -1.57510166e+00 
 1.76213383e-03 -7.97676165e+00 -1.99424832e+00 -1.57766912e+00 
 1.76263383e-03 -7.97480804e+00 -1.99376225e+00 -1.58022100e+00 
 1.76313383e-03 -7.97277573e+00 -1.99325652e+00 -1.58275729e+00 
 1.76363383e-03 -7.97066473e+00 -1.99273110e+00 -1.58527796e+00 
 1.76413383e-03 -7.96847507e+00 -1.99218602e+00 -1.58778299e+00 
 1.76463383e-03 -7.96620675e+00 -1.99162128e+00 -1.59027234e+00 
 1.76513383e-03 -7.96385982e+00 -1.99103688e+00 -1.59274601e+00 
 1.76563383e-03 -7.96143428e+00 -1.99043283e+00 -1.59520395e+00 
 1.76613383e-03 -7.95893017e+00 -1.98980914e+00 -1.59764615e+00 
 1.76663383e-03 -7.95634751e+00 -1.98916581e+00 -1.60007258e+00 
 1.76713383e-03 -7.95368632e+00 -1.98850284e+00 -1.60248323e+00 
 1.76763383e-03 -7.95094663e+00 -1.98782025e+00 -1.60487805e+00 
 1.76813383e-03 -7.94812847e+00 -1.98711804e+00 -1.60725704e+00 
 1.76863383e-03 -7.94523187e+00 -1.98639621e+00 -1.60962017e+00 
 1.76913383e-03 -7.94225684e+00 -1.98565478e+00 -1.61196742e+00 
 1.76963383e-03 -7.93920343e+00 -1.98489376e+00 -1.61429875e+00 
 1.77013383e-03 -7.93607167e+00 -1.98411314e+00 -1.61661416e+00 
 1.77063383e-03 -7.93286158e+00 -1.98331294e+00 -1.61891361e+00 
 1.77113383e-03 -7.92957319e+00 -1.98249316e+00 -1.62119708e+00 
 1.77163383e-03 -7.92620654e+00 -1.98165382e+00 -1.62346455e+00 
 1.77213383e-03 -7.92276167e+00 -1.98079492e+00 -1.62571601e+00 
 1.77263383e-03 -7.91923860e+00 -1.97991647e+00 -1.62795141e+00 
 1.77313383e-03 -7.91563737e+00 -1.97901848e+00 -1.63017076e+00 
 1.77363383e-03 -7.91195801e+00 -1.97810095e+00 -1.63237401e+00 
 1.77413383e-03 -7.90820057e+00 -1.97716390e+00 -1.63456116e+00 
 1.77463383e-03 -7.90436508e+00 -1.97620734e+00 -1.63673217e+00 
 1.77513383e-03 -7.90045157e+00 -1.97523127e+00 -1.63888703e+00 
 1.77563383e-03 -7.89646009e+00 -1.97423571e+00 -1.64102572e+00 
 1.77613383e-03 -7.89239068e+00 -1.97322066e+00 -1.64314821e+00 
 1.77663383e-03 -7.88824337e+00 -1.97218614e+00 -1.64525449e+00 
 1.77713383e-03 -7.88401820e+00 -1.97113215e+00 -1.64734453e+00 
 1.77763383e-03 -7.87971523e+00 -1.97005871e+00 -1.64941831e+00 
 1.77813383e-03 -7.87533448e+00 -1.96896582e+00 -1.65147581e+00 
 1.77863383e-03 -7.87087601e+00 -1.96785350e+00 -1.65351702e+00 
 1.77913383e-03 -7.86633986e+00 -1.96672176e+00 -1.65554191e+00 
 1.77963383e-03 -7.86172607e+00 -1.96557060e+00 -1.65755046e+00 
 1.78013383e-03 -7.85703468e+00 -1.96440005e+00 -1.65954265e+00 
 1.78063383e-03 -7.85226576e+00 -1.96321011e+00 -1.66151846e+00 
 1.78113383e-03 -7.84741933e+00 -1.96200079e+00 -1.66347788e+00 
 1.78163383e-03 -7.84249545e+00 -1.96077210e+00 -1.66542088e+00 
 1.78213383e-03 -7.83749417e+00 -1.95952407e+00 -1.66734744e+00 
 1.78263383e-03 -7.83241553e+00 -1.95825669e+00 -1.66925755e+00 
 1.78313383e-03 -7.82725960e+00 -1.95696998e+00 -1.67115118e+00 
 1.78363383e-03 -7.82202641e+00 -1.95566396e+00 -1.67302833e+00 
 1.78413383e-03 -7.81671602e+00 -1.95433864e+00 -1.67488896e+00 
 1.78463383e-03 -7.81132848e+00 -1.95299403e+00 -1.67673306e+00 
 1.78513383e-03 -7.80586385e+00 -1.95163015e+00 -1.67856062e+00 
 1.78563383e-03 -7.80032218e+00 -1.95024700e+00 -1.68037161e+00 
 1.78613383e-03 -7.79470352e+00 -1.94884460e+00 -1.68216601e+00 
 1.78663383e-03 -7.78900793e+00 -1.94742297e+00 -1.68394382e+00 
 1.78713383e-03 -7.78323547e+00 -1.94598211e+00 -1.68570500e+00 
 1.78763383e-03 -7.77738619e+00 -1.94452205e+00 -1.68744955e+00 
 1.78813383e-03 -7.77146015e+00 -1.94304280e+00 -1.68917745e+00 
 1.78863383e-03 -7.76545741e+00 -1.94154437e+00 -1.69088868e+00 
 1.78913383e-03 -7.75937803e+00 -1.94002678e+00 -1.69258322e+00 
 1.78963383e-03 -7.75322206e+00 -1.93849003e+00 -1.69426105e+00 
 1.79013383e-03 -7.74698957e+00 -1.93693416e+00 -1.69592217e+00 
 1.79063383e-03 -7.74068063e+00 -1.93535917e+00 -1.69756654e+00 
 1.79113383e-03 -7.73429528e+00 -1.93376508e+00 -1.69919417e+00 
 1.79163383e-03 -7.72783361e+00 -1.93215190e+00 -1.70080502e+00 
 1.79213383e-03 -7.72129566e+00 -1.93051965e+00 -1.70239909e+00 
 1.79263383e-03 -7.71468150e+00 -1.92886835e+00 -1.70397636e+00 
 1.79313383e-03 -7.70799121e+00 -1.92719800e+00 -1.70553682e+00 
 1.79363383e-03 -7.70122484e+00 -1.92550864e+00 -1.70708044e+00 
 1.79413383e-03 -7.69438246e+00 -1.92380028e+00 -1.70860721e+00 
 1.79463383e-03 -7.68746414e+00 -1.92207292e+00 -1.71011712e+00 
 1.79513383e-03 -7.68046995e+00 -1.92032660e+00 -1.71161016e+00 
 1.79563383e-03 -7.67339996e+00 -1.91856132e+00 -1.71308630e+00 
 1.79613383e-03 -7.66625423e+00 -1.91677710e+00 -1.71454554e+00 
 1.79663383e-03 -7.65903284e+00 -1.91497397e+00 -1.71598785e+00 
 1.79713383e-03 -7.65173586e+00 -1.91315194e+00 -1.71741323e+00 
 1.79763383e-03 -7.64436336e+00 -1.91131102e+00 -1.71882167e+00 
 1.79813383e-03 -7.63691541e+00 -1.90945124e+00 -1.72021313e+00 
 1.79863383e-03 -7.62939209e+00 -1.90757261e+00 -1.72158763e+00 
 1.79913383e-03 -7.62179347e+00 -1.90567516e+00 -1.72294513e+00 
 1.79963383e-03 -7.61411963e+00 -1.90375889e+00 -1.72428562e+00 
 1.80013383e-03 -7.60637064e+00 -1.90182384e+00 -1.72560911e+00 
 1.80063383e-03 -7.59854657e+00 -1.89987002e+00 -1.72691556e+00 
 1.80113383e-03 -7.59064751e+00 -1.89789744e+00 -1.72820496e+00 
 1.80163383e-03 -7.58267354e+00 -1.89590613e+00 -1.72947732e+00 
 1.80213383e-03 -7.57462472e+00 -1.89389611e+00 -1.73073260e+00 
 1.80263383e-03 -7.56650115e+00 -1.89186740e+00 -1.73197080e+00 
 1.80313383e-03 -7.55830290e+00 -1.88982001e+00 -1.73319191e+00 
 1.80363383e-03 -7.55003005e+00 -1.88775398e+00 -1.73439592e+00 
 1.80413383e-03 -7.54168269e+00 -1.88566931e+00 -1.73558281e+00 
 1.80463383e-03 -7.53326089e+00 -1.88356602e+00 -1.73675257e+00 
 1.80513383e-03 -7.52476475e+00 -1.88144415e+00 -1.73790519e+00 
 1.80563383e-03 -7.51619433e+00 -1.87930371e+00 -1.73904066e+00 
 1.80613383e-03 -7.50754974e+00 -1.87714472e+00 -1.74015896e+00 
 1.80663383e-03 -7.49883105e+00 -1.87496720e+00 -1.74126010e+00 
 1.80713383e-03 -7.49003835e+00 -1.87277118e+00 -1.74234405e+00 
 1.80763383e-03 -7.48117172e+00 -1.87055667e+00 -1.74341080e+00 
 1.80813383e-03 -7.47223126e+00 -1.86832371e+00 -1.74446035e+00 
 1.80863383e-03 -7.46321705e+00 -1.86607230e+00 -1.74549268e+00 
 1.80913383e-03 -7.45412918e+00 -1.86380247e+00 -1.74650778e+00 
 1.80963383e-03 -7.44496774e+00 -1.86151425e+00 -1.74750565e+00 
 1.81013383e-03 -7.43573283e+00 -1.85920765e+00 -1.74848627e+00 
 1.81063383e-03 -7.42642452e+00 -1.85688270e+00 -1.74944964e+00 
 1.81113383e-03 -7.41704292e+00 -1.85453943e+00 -1.75039574e+00 
 1.81163383e-03 -7.40758812e+00 -1.85217785e+00 -1.75132456e+00 
 1.81213383e-03 -7.39806021e+00 -1.84979800e+00 -1.75223611e+00 
 1.81263383e-03 -7.38845928e+00 -1.84739988e+00 -1.75313036e+00 
 1.81313383e-03 -7.37878543e+00 -1.84498353e+00 -1.75400730e+00 
 1.81363383e-03 -7.36903875e+00 -1.84254897e+00 -1.75486694e+00 
 1.81413383e-03 -7.35921934e+00 -1.84009623e+00 -1.75570926e+00 
