 time            v(NIN)          v(NDIV)         v(NSKOUT)      
 6.23633833e-04 -5.60808866e+00 -1.40150792e+00 -3.93784560e-01 
 6.24133833e-04 -5.62598438e+00 -1.40598338e+00 -3.99224216e-01 
 6.24633833e-04 -5.64382458e+00 -1.41044496e+00 -4.04659912e-01 
 6.25133833e-04 -5.66160907e+00 -1.41489262e+00 -4.10091594e-01 
 6.25633833e-04 -5.67933768e+00 -1.41932632e+00 -4.15519209e-01 
 6.26133833e-04 -5.69701024e+00 -1.42374600e+00 -4.20942702e-01 
 6.26633833e-04 -5.71462657e+00 -1.42815164e+00 -4.26362021e-01 
 6.27133833e-04 -5.73218651e+00 -1.43254318e+00 -4.31777113e-01 
 6.27633833e-04 -5.74968986e+00 -1.43692059e+00 -4.37187923e-01 
 6.28133833e-04 -5.76713648e+00 -1.44128381e+00 -4.42594399e-01 
 6.28633833e-04 -5.78452617e+00 -1.44563281e+00 -4.47996488e-01 
 6.29133833e-04 -5.80185877e+00 -1.44996754e+00 -4.53394136e-01 
 6.29633833e-04 -5.81913411e+00 -1.45428796e+00 -4.58787290e-01 
 6.30133833e-04 -5.83635201e+00 -1.45859402e+00 -4.64175897e-01 
 6.30633833e-04 -5.85351232e+00 -1.46288569e+00 -4.69559903e-01 
 6.31133833e-04 -5.87061485e+00 -1.46716293e+00 -4.74939257e-01 
 6.31633833e-04 -5.88765944e+00 -1.47142568e+00 -4.80313905e-01 
 6.32133833e-04 -5.90464592e+00 -1.47567391e+00 -4.85683794e-01 
 6.32633833e-04 -5.92157413e+00 -1.47990758e+00 -4.91048871e-01 
 6.33133833e-04 -5.93844389e+00 -1.48412664e+00 -4.96409083e-01 
 6.33633833e-04 -5.95525504e+00 -1.48833105e+00 -5.01764378e-01 
 6.34133833e-04 -5.97200742e+00 -1.49252077e+00 -5.07114702e-01 
 6.34633833e-04 -5.98870085e+00 -1.49669577e+00 -5.12460004e-01 
 6.35133833e-04 -6.00533518e+00 -1.50085599e+00 -5.17800230e-01 
 6.35633833e-04 -6.02191024e+00 -1.50500140e+00 -5.23135328e-01 
 6.36133833e-04 -6.03842587e+00 -1.50913196e+00 -5.28465246e-01 
 6.36633833e-04 -6.05488190e+00 -1.51324762e+00 -5.33789930e-01 
 6.37133833e-04 -6.07127816e+00 -1.51734835e+00 -5.39109329e-01 
 6.37633833e-04 -6.08761451e+00 -1.52143410e+00 -5.44423389e-01 
 6.38133833e-04 -6.10389078e+00 -1.52550483e+00 -5.49732060e-01 
 6.38633833e-04 -6.12010680e+00 -1.52956051e+00 -5.55035287e-01 
 6.39133833e-04 -6.13626242e+00 -1.53360110e+00 -5.60333020e-01 
 6.39633833e-04 -6.15235748e+00 -1.53762655e+00 -5.65625206e-01 
 6.40133833e-04 -6.16839181e+00 -1.54163682e+00 -5.70911793e-01 
 6.40633833e-04 -6.18436527e+00 -1.54563188e+00 -5.76192729e-01 
 6.41133833e-04 -6.20027769e+00 -1.54961168e+00 -5.81467961e-01 
 6.41633833e-04 -6.21612891e+00 -1.55357619e+00 -5.86737438e-01 
 6.42133833e-04 -6.23191879e+00 -1.55752537e+00 -5.92001108e-01 
 6.42633833e-04 -6.24764716e+00 -1.56145918e+00 -5.97258920e-01 
 6.43133833e-04 -6.26331386e+00 -1.56537757e+00 -6.02510820e-01 
 6.43633833e-04 -6.27891875e+00 -1.56928052e+00 -6.07756759e-01 
 6.44133833e-04 -6.29446167e+00 -1.57316797e+00 -6.12996683e-01 
 6.44633833e-04 -6.30994247e+00 -1.57703990e+00 -6.18230541e-01 
 6.45133833e-04 -6.32536099e+00 -1.58089627e+00 -6.23458282e-01 
 6.45633833e-04 -6.34071708e+00 -1.58473704e+00 -6.28679854e-01 
 6.46133833e-04 -6.35601058e+00 -1.58856216e+00 -6.33895207e-01 
 6.46633833e-04 -6.37124136e+00 -1.59237161e+00 -6.39104287e-01 
 6.47133833e-04 -6.38640926e+00 -1.59616534e+00 -6.44307045e-01 
 6.47633833e-04 -6.40151413e+00 -1.59994331e+00 -6.49503429e-01 
 6.48133833e-04 -6.41655581e+00 -1.60370550e+00 -6.54693387e-01 
 6.48633833e-04 -6.43153417e+00 -1.60745186e+00 -6.59876869e-01 
 6.49133833e-04 -6.44644905e+00 -1.61118235e+00 -6.65053823e-01 
 6.49633833e-04 -6.46130030e+00 -1.61489695e+00 -6.70224199e-01 
 6.50133833e-04 -6.47608779e+00 -1.61859560e+00 -6.75387946e-01 
 6.50633833e-04 -6.49081136e+00 -1.62227828e+00 -6.80545012e-01 
 6.51133833e-04 -6.50547087e+00 -1.62594495e+00 -6.85695347e-01 
 6.51633833e-04 -6.52006617e+00 -1.62959558e+00 -6.90838900e-01 
 6.52133833e-04 -6.53459712e+00 -1.63323012e+00 -6.95975621e-01 
 6.52633833e-04 -6.54906357e+00 -1.63684854e+00 -7.01105459e-01 
 6.53133833e-04 -6.56346540e+00 -1.64045080e+00 -7.06228363e-01 
 6.53633833e-04 -6.57780244e+00 -1.64403688e+00 -7.11344283e-01 
 6.54133833e-04 -6.59207456e+00 -1.64760673e+00 -7.16453168e-01 
 6.54633833e-04 -6.60628162e+00 -1.65116032e+00 -7.21554969e-01 
 6.55133833e-04 -6.62042348e+00 -1.65469761e+00 -7.26649634e-01 
 6.55633833e-04 -6.63449999e+00 -1.65821858e+00 -7.31737115e-01 
 6.56133833e-04 -6.64851103e+00 -1.66172318e+00 -7.36817360e-01 
 6.56633833e-04 -6.66245645e+00 -1.66521137e+00 -7.41890319e-01 
 6.57133833e-04 -6.67633612e+00 -1.66868314e+00 -7.46955943e-01 
 6.57633833e-04 -6.69014989e+00 -1.67213843e+00 -7.52014182e-01 
 6.58133833e-04 -6.70389763e+00 -1.67557722e+00 -7.57064985e-01 
 6.58633833e-04 -6.71757921e+00 -1.67899948e+00 -7.62108304e-01 
 6.59133833e-04 -6.73119449e+00 -1.68240516e+00 -7.67144087e-01 
 6.59633833e-04 -6.74474333e+00 -1.68579424e+00 -7.72172287e-01 
 6.60133833e-04 -6.75822561e+00 -1.68916668e+00 -7.77192853e-01 
 6.60633833e-04 -6.77164118e+00 -1.69252245e+00 -7.82205736e-01 
 6.61133833e-04 -6.78498992e+00 -1.69586152e+00 -7.87210886e-01 
 6.61633833e-04 -6.79827170e+00 -1.69918385e+00 -7.92208254e-01 
 6.62133833e-04 -6.81148638e+00 -1.70248941e+00 -7.97197791e-01 
 6.62633833e-04 -6.82463383e+00 -1.70577817e+00 -8.02179447e-01 
 6.63133833e-04 -6.83771393e+00 -1.70905009e+00 -8.07153174e-01 
 6.63633833e-04 -6.85072654e+00 -1.71230515e+00 -8.12118923e-01 
 6.64133833e-04 -6.86367154e+00 -1.71554331e+00 -8.17076644e-01 
 6.64633833e-04 -6.87654879e+00 -1.71876453e+00 -8.22026290e-01 
 6.65133833e-04 -6.88935818e+00 -1.72196880e+00 -8.26967810e-01 
 6.65633833e-04 -6.90209957e+00 -1.72515606e+00 -8.31901156e-01 
 6.66133833e-04 -6.91477285e+00 -1.72832631e+00 -8.36826280e-01 
 6.66633833e-04 -6.92737787e+00 -1.73147949e+00 -8.41743134e-01 
 6.67133833e-04 -6.93991453e+00 -1.73461559e+00 -8.46651668e-01 
 6.67633833e-04 -6.95238269e+00 -1.73773456e+00 -8.51551834e-01 
 6.68133833e-04 -6.96478223e+00 -1.74083639e+00 -8.56443585e-01 
 6.68633833e-04 -6.97711303e+00 -1.74392104e+00 -8.61326871e-01 
 6.69133833e-04 -6.98937498e+00 -1.74698847e+00 -8.66201646e-01 
 6.69633833e-04 -7.00156794e+00 -1.75003867e+00 -8.71067860e-01 
 6.70133833e-04 -7.01369179e+00 -1.75307159e+00 -8.75925466e-01 
 6.70633833e-04 -7.02574643e+00 -1.75608721e+00 -8.80774415e-01 
 6.71133833e-04 -7.03773172e+00 -1.75908550e+00 -8.85614661e-01 
 6.71633833e-04 -7.04964756e+00 -1.76206642e+00 -8.90446155e-01 
 6.72133833e-04 -7.06149381e+00 -1.76502996e+00 -8.95268851e-01 
 6.72633833e-04 -7.07327038e+00 -1.76797608e+00 -9.00082699e-01 
 6.73133833e-04 -7.08497713e+00 -1.77090475e+00 -9.04887653e-01 
 6.73633833e-04 -7.09661396e+00 -1.77381594e+00 -9.09683666e-01 
 6.74133833e-04 -7.10818074e+00 -1.77670963e+00 -9.14470691e-01 
 6.74633833e-04 -7.11967737e+00 -1.77958578e+00 -9.19248679e-01 
 6.75133833e-04 -7.13110374e+00 -1.78244437e+00 -9.24017584e-01 
 6.75633833e-04 -7.14245972e+00 -1.78528536e+00 -9.28777359e-01 
 6.76133833e-04 -7.15374521e+00 -1.78810874e+00 -9.33527958e-01 
 6.76633833e-04 -7.16496009e+00 -1.79091447e+00 -9.38269332e-01 
 6.77133833e-04 -7.17610426e+00 -1.79370253e+00 -9.43001437e-01 
 6.77633833e-04 -7.18717761e+00 -1.79647288e+00 -9.47724224e-01 
 6.78133833e-04 -7.19818001e+00 -1.79922550e+00 -9.52437647e-01 
 6.78633833e-04 -7.20911138e+00 -1.80196037e+00 -9.57141661e-01 
 6.79133833e-04 -7.21997160e+00 -1.80467745e+00 -9.61836218e-01 
 6.79633833e-04 -7.23076055e+00 -1.80737672e+00 -9.66521272e-01 
 6.80133833e-04 -7.24147814e+00 -1.81005815e+00 -9.71196778e-01 
 6.80633833e-04 -7.25212427e+00 -1.81272172e+00 -9.75862689e-01 
 6.81133833e-04 -7.26269881e+00 -1.81536740e+00 -9.80518958e-01 
 6.81633833e-04 -7.27320168e+00 -1.81799517e+00 -9.85165541e-01 
 6.82133833e-04 -7.28363276e+00 -1.82060499e+00 -9.89802392e-01 
 6.82633833e-04 -7.29399196e+00 -1.82319684e+00 -9.94429464e-01 
 6.83133833e-04 -7.30427916e+00 -1.82577070e+00 -9.99046712e-01 
 6.83633833e-04 -7.31449428e+00 -1.82832654e+00 -1.00365409e+00 
 6.84133833e-04 -7.32463721e+00 -1.83086434e+00 -1.00825155e+00 
 6.84633833e-04 -7.33470784e+00 -1.83338407e+00 -1.01283906e+00 
 6.85133833e-04 -7.34470609e+00 -1.83588570e+00 -1.01741656e+00 
 6.85633833e-04 -7.35463184e+00 -1.83836922e+00 -1.02198401e+00 
 6.86133833e-04 -7.36448501e+00 -1.84083459e+00 -1.02654136e+00 
 6.86633833e-04 -7.37426549e+00 -1.84328179e+00 -1.03108857e+00 
 6.87133833e-04 -7.38397319e+00 -1.84571080e+00 -1.03562560e+00 
 6.87633833e-04 -7.39360802e+00 -1.84812160e+00 -1.04015240e+00 
 6.88133833e-04 -7.40316987e+00 -1.85051416e+00 -1.04466892e+00 
 6.88633833e-04 -7.41265866e+00 -1.85288845e+00 -1.04917512e+00 
 6.89133833e-04 -7.42207429e+00 -1.85524446e+00 -1.05367096e+00 
 6.89633833e-04 -7.43141666e+00 -1.85758216e+00 -1.05815639e+00 
 6.90133833e-04 -7.44068569e+00 -1.85990152e+00 -1.06263138e+00 
 6.90633833e-04 -7.44988128e+00 -1.86220253e+00 -1.06709586e+00 
 6.91133833e-04 -7.45900335e+00 -1.86448516e+00 -1.07154980e+00 
 6.91633833e-04 -7.46805179e+00 -1.86674939e+00 -1.07599316e+00 
 6.92133833e-04 -7.47702654e+00 -1.86899520e+00 -1.08042590e+00 
 6.92633833e-04 -7.48592748e+00 -1.87122256e+00 -1.08484796e+00 
 6.93133833e-04 -7.49475454e+00 -1.87343146e+00 -1.08925930e+00 
 6.93633833e-04 -7.50350764e+00 -1.87562186e+00 -1.09365989e+00 
 6.94133833e-04 -7.51218667e+00 -1.87779375e+00 -1.09804968e+00 
 6.94633833e-04 -7.52079157e+00 -1.87994712e+00 -1.10242862e+00 
 6.95133833e-04 -7.52932223e+00 -1.88208192e+00 -1.10679667e+00 
 6.95633833e-04 -7.53777859e+00 -1.88419816e+00 -1.11115379e+00 
 6.96133833e-04 -7.54616055e+00 -1.88629580e+00 -1.11549994e+00 
 6.96633833e-04 -7.55446803e+00 -1.88837482e+00 -1.11983507e+00 
 6.97133833e-04 -7.56270095e+00 -1.89043520e+00 -1.12415914e+00 
 6.97633833e-04 -7.57085924e+00 -1.89247693e+00 -1.12847211e+00 
 6.98133833e-04 -7.57894280e+00 -1.89449998e+00 -1.13277393e+00 
 6.98633833e-04 -7.58695156e+00 -1.89650434e+00 -1.13706456e+00 
 6.99133833e-04 -7.59488544e+00 -1.89848997e+00 -1.14134397e+00 
 6.99633833e-04 -7.60274436e+00 -1.90045687e+00 -1.14561210e+00 
 7.00133833e-04 -7.61052825e+00 -1.90240502e+00 -1.14986892e+00 
 7.00633833e-04 -7.61823702e+00 -1.90433439e+00 -1.15411438e+00 
 7.01133833e-04 -7.62587060e+00 -1.90624496e+00 -1.15834845e+00 
 7.01633833e-04 -7.63342892e+00 -1.90813672e+00 -1.16257108e+00 
 7.02133833e-04 -7.64091190e+00 -1.91000966e+00 -1.16678222e+00 
 7.02633833e-04 -7.64831947e+00 -1.91186374e+00 -1.17098184e+00 
 7.03133833e-04 -7.65565155e+00 -1.91369895e+00 -1.17516990e+00 
 7.03633833e-04 -7.66290808e+00 -1.91551527e+00 -1.17934635e+00 
 7.04133833e-04 -7.67008897e+00 -1.91731269e+00 -1.18351116e+00 
 7.04633833e-04 -7.67719416e+00 -1.91909119e+00 -1.18766428e+00 
 7.05133833e-04 -7.68422359e+00 -1.92085075e+00 -1.19180567e+00 
 7.05633833e-04 -7.69117717e+00 -1.92259135e+00 -1.19593529e+00 
 7.06133833e-04 -7.69805484e+00 -1.92431298e+00 -1.20005310e+00 
 7.06633833e-04 -7.70485654e+00 -1.92601561e+00 -1.20415906e+00 
 7.07133833e-04 -7.71158219e+00 -1.92769924e+00 -1.20825313e+00 
 7.07633833e-04 -7.71823173e+00 -1.92936384e+00 -1.21233527e+00 
 7.08133833e-04 -7.72480510e+00 -1.93100941e+00 -1.21640544e+00 
 7.08633833e-04 -7.73130223e+00 -1.93263591e+00 -1.22046359e+00 
 7.09133833e-04 -7.73772305e+00 -1.93424334e+00 -1.22450970e+00 
 7.09633833e-04 -7.74406750e+00 -1.93583168e+00 -1.22854371e+00 
 7.10133833e-04 -7.75033552e+00 -1.93740092e+00 -1.23256559e+00 
 7.10633833e-04 -7.75652705e+00 -1.93895103e+00 -1.23657530e+00 
 7.11133833e-04 -7.76264203e+00 -1.94048201e+00 -1.24057279e+00 
 7.11633833e-04 -7.76868039e+00 -1.94199384e+00 -1.24455804e+00 
 7.12133833e-04 -7.77464208e+00 -1.94348650e+00 -1.24853100e+00 
 7.12633833e-04 -7.78052704e+00 -1.94495999e+00 -1.25249163e+00 
 7.13133833e-04 -7.78633520e+00 -1.94641427e+00 -1.25643990e+00 
 7.13633833e-04 -7.79206652e+00 -1.94784935e+00 -1.26037575e+00 
 7.14133833e-04 -7.79772093e+00 -1.94926520e+00 -1.26429916e+00 
 7.14633833e-04 -7.80329838e+00 -1.95066182e+00 -1.26821009e+00 
 7.15133833e-04 -7.80879882e+00 -1.95203919e+00 -1.27210850e+00 
 7.15633833e-04 -7.81422219e+00 -1.95339729e+00 -1.27599434e+00 
 7.16133833e-04 -7.81956843e+00 -1.95473611e+00 -1.27986758e+00 
 7.16633833e-04 -7.82483750e+00 -1.95605564e+00 -1.28372819e+00 
 7.17133833e-04 -7.83002934e+00 -1.95735586e+00 -1.28757612e+00 
 7.17633833e-04 -7.83514390e+00 -1.95863677e+00 -1.29141134e+00 
 7.18133833e-04 -7.84018113e+00 -1.95989835e+00 -1.29523381e+00 
 7.18633833e-04 -7.84514098e+00 -1.96114058e+00 -1.29904349e+00 
 7.19133833e-04 -7.85002340e+00 -1.96236346e+00 -1.30284034e+00 
 7.19633833e-04 -7.85482835e+00 -1.96356697e+00 -1.30662433e+00 
 7.20133833e-04 -7.85955577e+00 -1.96475111e+00 -1.31039542e+00 
 7.20633833e-04 -7.86420562e+00 -1.96591585e+00 -1.31415357e+00 
 7.21133833e-04 -7.86877786e+00 -1.96706119e+00 -1.31789874e+00 
 7.21633833e-04 -7.87327243e+00 -1.96818712e+00 -1.32163090e+00 
 7.22133833e-04 -7.87768930e+00 -1.96929362e+00 -1.32535001e+00 
 7.22633833e-04 -7.88202842e+00 -1.97038069e+00 -1.32905604e+00 
 7.23133833e-04 -7.88628974e+00 -1.97144831e+00 -1.33274895e+00 
 7.23633833e-04 -7.89047323e+00 -1.97249648e+00 -1.33642869e+00 
 7.24133833e-04 -7.89457885e+00 -1.97352518e+00 -1.34009524e+00 
 7.24633833e-04 -7.89860655e+00 -1.97453440e+00 -1.34374856e+00 
 7.25133833e-04 -7.90255629e+00 -1.97552413e+00 -1.34738861e+00 
