 time            v(NIN)          v(NSKOUT)      
 4.63316341e-04 -7.70346016e+00  2.31451658e-01 
 4.63816341e-04 -7.75525654e+00  2.23124042e-01 
 4.64316341e-04 -7.80215454e+00  2.14656656e-01 
 4.64816341e-04 -7.84412453e+00  2.06054840e-01 
 4.65316341e-04 -7.88114000e+00  1.97324019e-01 
 4.65816341e-04 -7.91317757e+00  1.88469699e-01 
 4.66316341e-04 -7.94021701e+00  1.79497465e-01 
 4.66816341e-04 -7.96224124e+00  1.70412975e-01 
 4.67316341e-04 -7.97923635e+00  1.61221960e-01 
 4.67816341e-04 -7.99119160e+00  1.51930216e-01 
 4.68316341e-04 -7.99809945e+00  1.42543604e-01 
 4.68816341e-04 -7.99995552e+00  1.33068044e-01 
 4.69316341e-04 -7.99675865e+00  1.23509514e-01 
 4.69816341e-04 -7.98851085e+00  1.13874044e-01 
 4.70316341e-04 -7.97521735e+00  1.04167710e-01 
 4.70816341e-04 -7.95688652e+00  9.43966376e-02 
 4.71316341e-04 -7.93352995e+00  8.45669891e-02 
 4.71816341e-04 -7.90516239e+00  7.46849660e-02 
 4.72316341e-04 -7.87180177e+00  6.47568029e-02 
 4.72816341e-04 -7.83346914e+00  5.47887632e-02 
 4.73316341e-04 -7.79018873e+00  4.47871360e-02 
 4.73816341e-04 -7.74198787e+00  3.47582314e-02 
 4.74316341e-04 -7.68889700e+00  2.47083773e-02 
 4.74816341e-04 -7.63094967e+00  1.46439146e-02 
 4.75316341e-04 -7.56818246e+00  4.57119364e-03 
 4.75816341e-04 -7.50063502e+00 -5.50342974e-03 
 4.76316341e-04 -7.42835002e+00 -1.55735985e-02 
 4.76816341e-04 -7.35137312e+00 -2.56329583e-02 
 4.77316341e-04 -7.26975293e+00 -3.56751615e-02 
 4.77816341e-04 -7.18354101e+00 -4.56938712e-02 
 4.78316341e-04 -7.09279181e+00 -5.56827652e-02 
 4.78816341e-04 -6.99756265e+00 -6.56355401e-02 
 4.79316341e-04 -6.89791368e+00 -7.55459151e-02 
 4.79816341e-04 -6.79390784e+00 -8.54076363e-02 
 4.80316341e-04 -6.68561083e+00 -9.52144805e-02 
 4.80816341e-04 -6.57309104e+00 -1.04960259e-01 
 4.81316341e-04 -6.45641954e+00 -1.14638821e-01 
 4.81816341e-04 -6.33567003e+00 -1.24244059e-01 
 4.82316341e-04 -6.21091878e+00 -1.33769912e-01 
 4.82816341e-04 -6.08224457e+00 -1.43210369e-01 
 4.83316341e-04 -5.94972869e+00 -1.52559470e-01 
 4.83816341e-04 -5.81345484e+00 -1.61811318e-01 
 4.84316341e-04 -5.67350908e+00 -1.70960073e-01 
 4.84816341e-04 -5.52997981e+00 -1.79999963e-01 
 4.85316341e-04 -5.38295769e+00 -1.88925281e-01 
 4.85816341e-04 -5.23253557e+00 -1.97730397e-01 
 4.86316341e-04 -5.07880848e+00 -2.06409754e-01 
 4.86816341e-04 -4.92187350e+00 -2.14957874e-01 
 4.87316341e-04 -4.76182975e+00 -2.23369365e-01 
 4.87816341e-04 -4.59877834e+00 -2.31638918e-01 
 4.88316341e-04 -4.43282224e+00 -2.39761315e-01 
 4.88816341e-04 -4.26406627e+00 -2.47731431e-01 
 4.89316341e-04 -4.09261703e+00 -2.55544236e-01 
 4.89816341e-04 -3.91858280e+00 -2.63194802e-01 
 4.90316341e-04 -3.74207351e+00 -2.70678302e-01 
 4.90816341e-04 -3.56320065e+00 -2.77990013e-01 
 4.91316341e-04 -3.38207720e+00 -2.85125322e-01 
 4.91816341e-04 -3.19881755e+00 -2.92079728e-01 
 4.92316341e-04 -3.01353746e+00 -2.98848844e-01 
 4.92816341e-04 -2.82635395e+00 -3.05428398e-01 
 4.93316341e-04 -2.63738526e+00 -3.11814241e-01 
 4.93816341e-04 -2.44675074e+00 -3.18002344e-01 
 4.94316341e-04 -2.25457080e+00 -3.23988803e-01 
 4.94816341e-04 -2.06096683e+00 -3.29769843e-01 
 4.95316341e-04 -1.86606110e+00 -3.35341817e-01 
 4.95816341e-04 -1.66997673e+00 -3.40701211e-01 
 4.96316341e-04 -1.47283757e+00 -3.45844644e-01 
 4.96816341e-04 -1.27476813e+00 -3.50768874e-01 
 4.97316341e-04 -1.07589352e+00 -3.55470796e-01 
 4.97816341e-04 -8.76339350e-01 -3.59947444e-01 
 4.98316341e-04 -6.76231668e-01 -3.64195995e-01 
 4.98816341e-04 -4.75696864e-01 -3.68213773e-01 
 4.99316341e-04 -2.74861599e-01 -3.71998243e-01 
 4.99816341e-04 -7.38527255e-02 -3.75547021e-01 
 5.00316341e-04  1.27202795e-01 -3.78857871e-01 
 5.00816341e-04  3.28177971e-01 -3.81928706e-01 
 5.01316341e-04  5.28945863e-01 -3.84757591e-01 
 5.01816341e-04  7.29379662e-01 -3.87342745e-01 
 5.02316341e-04  9.29352768e-01 -3.89682540e-01 
 5.02816341e-04  1.12873888e+00 -3.91775504e-01 
 5.03316341e-04  1.32741205e+00 -3.93620318e-01 
 5.03816341e-04  1.52524680e+00 -3.95215824e-01 
 5.04316341e-04  1.72211817e+00 -3.96561018e-01 
 5.04816341e-04  1.91790181e+00 -3.97655056e-01 
 5.05316341e-04  2.11247407e+00 -3.98497251e-01 
 5.05816341e-04  2.30571204e+00 -3.99087077e-01 
 5.06316341e-04  2.49749368e+00 -3.99424165e-01 
 5.06816341e-04  2.68769784e+00 -3.99508309e-01 
 5.07316341e-04  2.87620440e+00 -3.99339459e-01 
 5.07816341e-04  3.06289429e+00 -3.98917727e-01 
 5.08316341e-04  3.24764958e+00 -3.98243384e-01 
 5.08816341e-04  3.43035359e+00 -3.97316861e-01 
 5.09316341e-04  3.61089092e+00 -3.96138749e-01 
 5.09816341e-04  3.78914753e+00 -3.94709795e-01 
 5.10316341e-04  3.96501083e+00 -3.93030907e-01 
 5.10816341e-04  4.13836975e+00 -3.91103151e-01 
 5.11316341e-04  4.30911478e+00 -3.88927748e-01 
 5.11816341e-04  4.47713809e+00 -3.86506077e-01 
 5.12316341e-04  4.64233353e+00 -3.83839673e-01 
 5.12816341e-04  4.80459679e+00 -3.80930224e-01 
 5.13316341e-04  4.96382535e+00 -3.77779573e-01 
 5.13816341e-04  5.11991866e+00 -3.74389713e-01 
 5.14316341e-04  5.27277811e+00 -3.70762791e-01 
 5.14816341e-04  5.42230717e+00 -3.66901101e-01 
 5.15316341e-04  5.56841138e+00 -3.62807088e-01 
 5.15816341e-04  5.71099846e+00 -3.58483341e-01 
 5.16316341e-04  5.84997835e+00 -3.53932596e-01 
 5.16816341e-04  5.98526328e+00 -3.49157730e-01 
 5.17316341e-04  6.11676778e+00 -3.44161766e-01 
 5.17816341e-04  6.24440880e+00 -3.38947861e-01 
 5.18316341e-04  6.36810572e+00 -3.33519314e-01 
 5.18816341e-04  6.48778040e+00 -3.27879556e-01 
 5.19316341e-04  6.60335726e+00 -3.22032155e-01 
 5.19816341e-04  6.71476331e+00 -3.15980808e-01 
 5.20316341e-04  6.82192816e+00 -3.09729340e-01 
 5.20816341e-04  6.92478414e+00 -3.03281703e-01 
 5.21316341e-04  7.02326627e+00 -2.96641975e-01 
 5.21816341e-04  7.11731236e+00 -2.89814352e-01 
 5.22316341e-04  7.20686301e+00 -2.82803150e-01 
 5.22816341e-04  7.29186164e+00 -2.75612802e-01 
 5.23316341e-04  7.37225458e+00 -2.68247852e-01 
 5.23816341e-04  7.44799104e+00 -2.60712955e-01 
 5.24316341e-04  7.51902319e+00 -2.53012874e-01 
 5.24816341e-04  7.58530617e+00 -2.45152476e-01 
 5.25316341e-04  7.64679811e+00 -2.37136727e-01 
 5.25816341e-04  7.70346016e+00 -2.28970695e-01 
 5.26316341e-04  7.75525654e+00 -2.20659540e-01 
 5.26816341e-04  7.80215454e+00 -2.12208513e-01 
 5.27316341e-04  7.84412453e+00 -2.03622957e-01 
 5.27816341e-04  7.88114000e+00 -1.94908296e-01 
 5.28316341e-04  7.91317757e+00 -1.86070037e-01 
 5.28816341e-04  7.94021701e+00 -1.77113764e-01 
 5.29316341e-04  7.96224124e+00 -1.68045139e-01 
 5.29816341e-04  7.97923635e+00 -1.58869890e-01 
 5.30316341e-04  7.99119160e+00 -1.49593816e-01 
 5.30816341e-04  7.99809945e+00 -1.40222778e-01 
 5.31316341e-04  7.99995552e+00 -1.30762696e-01 
 5.31816341e-04  7.99675865e+00 -1.21219550e-01 
 5.32316341e-04  7.98851085e+00 -1.11599369e-01 
 5.32816341e-04  7.97521735e+00 -1.01908231e-01 
 5.33316341e-04  7.95688652e+00 -9.21522599e-02 
 5.33816341e-04  7.93352995e+00 -8.23376208e-02 
 5.34316341e-04  7.90516239e+00 -7.24705152e-02 
 5.34816341e-04  7.87180177e+00 -6.25571780e-02 
 5.35316341e-04  7.83346914e+00 -5.26038732e-02 
 5.35816341e-04  7.79018873e+00 -4.26168905e-02 
 5.36316341e-04  7.74198787e+00 -3.26025407e-02 
 5.36816341e-04  7.68889700e+00 -2.25671520e-02 
 5.37316341e-04  7.63094967e+00 -1.25170659e-02 
 5.37816341e-04  7.56818246e+00 -2.45863353e-03 
 5.38316341e-04  7.50063502e+00  7.60178899e-03 
 5.38816341e-04  7.42835002e+00  1.76578440e-02 
 5.39316341e-04  7.35137312e+00  2.77031767e-02 
 5.39816341e-04  7.26975293e+00  3.77314387e-02 
 5.40316341e-04  7.18354101e+00  4.77362928e-02 
 5.40816341e-04  7.09279181e+00  5.77114161e-02 
 5.41316341e-04  6.99756265e+00  6.76505048e-02 
 5.41816341e-04  6.89791368e+00  7.75472777e-02 
 5.42316341e-04  6.79390784e+00  8.73954802e-02 
 5.42816341e-04  6.68561083e+00  9.71888884e-02 
 5.43316341e-04  6.57309104e+00  1.06921313e-01 
 5.43816341e-04  6.45641954e+00  1.16586604e-01 
 5.44316341e-04  6.33567003e+00  1.26178652e-01 
 5.44816341e-04  6.21091878e+00  1.35691396e-01 
 5.45316341e-04  6.08224457e+00  1.45118824e-01 
 5.45816341e-04  5.94972869e+00  1.54454977e-01 
 5.46316341e-04  5.81345484e+00  1.63693955e-01 
 5.46816341e-04  5.67350908e+00  1.72829920e-01 
 5.47316341e-04  5.52997981e+00  1.81857097e-01 
 5.47816341e-04  5.38295769e+00  1.90769781e-01 
 5.48316341e-04  5.23253557e+00  1.99562341e-01 
 5.48816341e-04  5.07880848e+00  2.08229218e-01 
 5.49316341e-04  4.92187350e+00  2.16764936e-01 
 5.49816341e-04  4.76182975e+00  2.25164099e-01 
 5.50316341e-04  4.59877834e+00  2.33421401e-01 
 5.50816341e-04  4.43282224e+00  2.41531622e-01 
 5.51316341e-04  4.26406627e+00  2.49489636e-01 
 5.51816341e-04  4.09261703e+00  2.57290414e-01 
 5.52316341e-04  3.91858280e+00  2.64929027e-01 
 5.52816341e-04  3.74207351e+00  2.72400646e-01 
 5.53316341e-04  3.56320065e+00  2.79700550e-01 
 5.53816341e-04  3.38207720e+00  2.86824125e-01 
 5.54316341e-04  3.19881755e+00  2.93766868e-01 
 5.54816341e-04  3.01353746e+00  3.00524392e-01 
 5.55316341e-04  2.82635395e+00  3.07092426e-01 
 5.55816341e-04  2.63738526e+00  3.13466820e-01 
 5.56316341e-04  2.44675074e+00  3.19643543e-01 
 5.56816341e-04  2.25457080e+00  3.25618693e-01 
 5.57316341e-04  2.06096683e+00  3.31388493e-01 
 5.57816341e-04  1.86606110e+00  3.36949295e-01 
 5.58316341e-04  1.66997673e+00  3.42297587e-01 
 5.58816341e-04  1.47283757e+00  3.47429986e-01 
 5.59316341e-04  1.27476813e+00  3.52343249e-01 
 5.59816341e-04  1.07589352e+00  3.57034271e-01 
 5.60316341e-04  8.76339350e-01  3.61500086e-01 
 5.60816341e-04  6.76231668e-01  3.65737872e-01 
 5.61316341e-04  4.75696864e-01  3.69744949e-01 
 5.61816341e-04  2.74861599e-01  3.73518785e-01 
 5.62316341e-04  7.38527255e-02  3.77056994e-01 
 5.62816341e-04 -1.27202795e-01  3.80357339e-01 
 5.63316341e-04 -3.28177971e-01  3.83417733e-01 
 5.63816341e-04 -5.28945863e-01  3.86236242e-01 
 5.64316341e-04 -7.29379662e-01  3.88811084e-01 
 5.64816341e-04 -9.29352768e-01  3.91140630e-01 
 5.65316341e-04 -1.12873888e+00  3.93223407e-01 
 5.65816341e-04 -1.32741205e+00  3.95058098e-01 
 5.66316341e-04 -1.52524680e+00  3.96643542e-01 
 5.66816341e-04 -1.72211817e+00  3.97978737e-01 
 5.67316341e-04 -1.91790181e+00  3.99062836e-01 
 5.67816341e-04 -2.11247407e+00  3.99895153e-01 
 5.68316341e-04 -2.30571204e+00  4.00475162e-01 
 5.68816341e-04 -2.49749368e+00  4.00802493e-01 
 5.69316341e-04 -2.68769784e+00  4.00876940e-01 
 5.69816341e-04 -2.87620440e+00  4.00698452e-01 
 5.70316341e-04 -3.06289429e+00  4.00267142e-01 
 5.70816341e-04 -3.24764958e+00  3.99583280e-01 
 5.71316341e-04 -3.43035359e+00  3.98647296e-01 
 5.71816341e-04 -3.61089092e+00  3.97459780e-01 
 5.72316341e-04 -3.78914753e+00  3.96021480e-01 
 5.72816341e-04 -3.96501083e+00  3.94333305e-01 
 5.73316341e-04 -4.13836975e+00  3.92396317e-01 
 5.73816341e-04 -4.30911478e+00  3.90211740e-01 
 5.74316341e-04 -4.47713809e+00  3.87780951e-01 
 5.74816341e-04 -4.64233353e+00  3.85105484e-01 
 5.75316341e-04 -4.80459679e+00  3.82187029e-01 
 5.75816341e-04 -4.96382535e+00  3.79027425e-01 
 5.76316341e-04 -5.11991866e+00  3.75628669e-01 
 5.76816341e-04 -5.27277811e+00  3.71992905e-01 
 5.77316341e-04 -5.42230717e+00  3.68122427e-01 
 5.77816341e-04 -5.56841138e+00  3.64019680e-01 
 5.78316341e-04 -5.71099846e+00  3.59687253e-01 
 5.78816341e-04 -5.84997835e+00  3.55127880e-01 
 5.79316341e-04 -5.98526328e+00  3.50344441e-01 
 5.79816341e-04 -6.11676778e+00  3.45339955e-01 
 5.80316341e-04 -6.24440880e+00  3.40117581e-01 
 5.80816341e-04 -6.36810572e+00  3.34680616e-01 
 5.81316341e-04 -6.48778040e+00  3.29032493e-01 
 5.81816341e-04 -6.60335726e+00  3.23176777e-01 
 5.82316341e-04 -6.71476331e+00  3.17117166e-01 
 5.82816341e-04 -6.82192816e+00  3.10857486e-01 
 5.83316341e-04 -6.92478414e+00  3.04401687e-01 
 5.83816341e-04 -7.02326627e+00  2.97753846e-01 
 5.84316341e-04 -7.11731236e+00  2.90918161e-01 
 5.84816341e-04 -7.20686301e+00  2.83898946e-01 
 5.85316341e-04 -7.29186164e+00  2.76700634e-01 
 5.85816341e-04 -7.37225458e+00  2.69327769e-01 
 5.86316341e-04 -7.44799104e+00  2.61785006e-01 
 5.86816341e-04 -7.51902319e+00  2.54077106e-01 
 5.87316341e-04 -7.58530617e+00  2.46208937e-01 
 5.87816341e-04 -7.64679811e+00  2.38185467e-01 
 5.88316341e-04 -7.70346016e+00  2.30011759e-01 
 5.88816341e-04 -7.75525654e+00  2.21692976e-01 
 5.89316341e-04 -7.80215454e+00  2.13234368e-01 
 5.89816341e-04 -7.84412453e+00  2.04641277e-01 
 5.90316341e-04 -7.88114000e+00  1.95919127e-01 
 5.90816341e-04 -7.91317757e+00  1.87073425e-01 
 5.91316341e-04 -7.94021701e+00  1.78109756e-01 
 5.91816341e-04 -7.96224124e+00  1.69033778e-01 
 5.92316341e-04 -7.97923635e+00  1.59851223e-01 
 5.92816341e-04 -7.99119160e+00  1.50567887e-01 
 5.93316341e-04 -7.99809945e+00  1.41189632e-01 
 5.93816341e-04 -7.99995552e+00  1.31722377e-01 
 5.94316341e-04 -7.99675865e+00  1.22172102e-01 
 5.94816341e-04 -7.98851085e+00  1.12544835e-01 
 5.95316341e-04 -7.97521735e+00  1.02846656e-01 
 5.95816341e-04 -7.95688652e+00  9.30836864e-02 
 5.96316341e-04 -7.93352995e+00  8.32620917e-02 
 5.96816341e-04 -7.90516239e+00  7.33880731e-02 
 5.97316341e-04 -7.87180177e+00  6.34678653e-02 
 5.97816341e-04 -7.83346914e+00  5.35077321e-02 
 5.98316341e-04 -7.79018873e+00  4.35139628e-02 
 5.98816341e-04 -7.74198787e+00  3.34928681e-02 
 5.99316341e-04 -7.68889700e+00  2.34507759e-02 
 5.99816341e-04 -7.63094967e+00  1.33940274e-02 
 6.00316341e-04 -7.56818246e+00  3.32897346e-03 
 6.00816341e-04 -7.50063502e+00 -6.73802998e-03 
 6.01316341e-04 -7.42835002e+00 -1.68006256e-02 
 6.01816341e-04 -7.35137312e+00 -2.68524586e-02 
 6.02316341e-04 -7.26975293e+00 -3.68871813e-02 
 6.02816341e-04 -7.18354101e+00 -4.68984563e-02 
 6.03316341e-04 -7.09279181e+00 -5.68799612e-02 
 6.03816341e-04 -6.99756265e+00 -6.68253923e-02 
 6.04316341e-04 -6.89791368e+00 -7.67284686e-02 
 6.04816341e-04 -6.79390784e+00 -8.65829359e-02 
 6.05316341e-04 -6.68561083e+00 -9.63825706e-02 
 6.05816341e-04 -6.57309104e+00 -1.06121184e-01 
 6.06316341e-04 -6.45641954e+00 -1.15792625e-01 
 6.06816341e-04 -6.33567003e+00 -1.25390785e-01 
 6.07316341e-04 -6.21091878e+00 -1.34909604e-01 
 6.07816341e-04 -6.08224457e+00 -1.44343069e-01 
 6.08316341e-04 -5.94972869e+00 -1.53685223e-01 
 6.08816341e-04 -5.81345484e+00 -1.62930165e-01 
 6.09316341e-04 -5.67350908e+00 -1.72072057e-01 
 6.09816341e-04 -5.52997981e+00 -1.81105126e-01 
 6.10316341e-04 -5.38295769e+00 -1.90023665e-01 
 6.10816341e-04 -5.23253557e+00 -1.98822043e-01 
 6.11316341e-04 -5.07880848e+00 -2.07494704e-01 
 6.11816341e-04 -4.92187350e+00 -2.16036169e-01 
 6.12316341e-04 -4.76182975e+00 -2.24441045e-01 
 6.12816341e-04 -4.59877834e+00 -2.32704024e-01 
 6.13316341e-04 -4.43282224e+00 -2.40819888e-01 
 6.13816341e-04 -4.26406627e+00 -2.48783510e-01 
 6.14316341e-04 -4.09261703e+00 -2.56589862e-01 
 6.14816341e-04 -3.91858280e+00 -2.64234014e-01 
 6.15316341e-04 -3.74207351e+00 -2.71711139e-01 
 6.15816341e-04 -3.56320065e+00 -2.79016514e-01 
 6.16316341e-04 -3.38207720e+00 -2.86145527e-01 
 6.16816341e-04 -3.19881755e+00 -2.93093675e-01 
 6.17316341e-04 -3.01353746e+00 -2.99856571e-01 
 6.17816341e-04 -2.82635395e+00 -3.06429944e-01 
 6.18316341e-04 -2.63738526e+00 -3.12809643e-01 
 6.18816341e-04 -2.44675074e+00 -3.18991640e-01 
 6.19316341e-04 -2.25457080e+00 -3.24972031e-01 
 6.19816341e-04 -2.06096683e+00 -3.30747039e-01 
 6.20316341e-04 -1.86606110e+00 -3.36313019e-01 
 6.20816341e-04 -1.66997673e+00 -3.41666455e-01 
 6.21316341e-04 -1.47283757e+00 -3.46803968e-01 
 6.21816341e-04 -1.27476813e+00 -3.51722314e-01 
 6.22316341e-04 -1.07589352e+00 -3.56418387e-01 
 6.22816341e-04 -8.76339350e-01 -3.60889222e-01 
 6.23316341e-04 -6.76231668e-01 -3.65131997e-01 
 6.23816341e-04 -4.75696864e-01 -3.69144032e-01 
 6.24316341e-04 -2.74861599e-01 -3.72922797e-01 
 6.24816341e-04 -7.38527255e-02 -3.76465903e-01 
 6.25316341e-04  1.27202795e-01 -3.79771116e-01 
 6.25816341e-04  3.28177971e-01 -3.82836349e-01 
 6.26316341e-04  5.28945863e-01 -3.85659667e-01 
 6.26816341e-04  7.29379662e-01 -3.88239287e-01 
 6.27316341e-04  9.29352768e-01 -3.90573583e-01 
 6.27816341e-04  1.12873888e+00 -3.92661081e-01 
 6.28316341e-04  1.32741205e+00 -3.94500463e-01 
 6.28816341e-04  1.52524680e+00 -3.96090570e-01 
 6.29316341e-04  1.72211817e+00 -3.97430398e-01 
 6.29816341e-04  1.91790181e+00 -3.98519103e-01 
 6.30316341e-04  2.11247407e+00 -3.99355998e-01 
 6.30816341e-04  2.30571204e+00 -3.99940556e-01 
 6.31316341e-04  2.49749368e+00 -4.00272409e-01 
 6.31816341e-04  2.68769784e+00 -4.00351349e-01 
 6.32316341e-04  2.87620440e+00 -4.00177328e-01 
 6.32816341e-04  3.06289429e+00 -3.99750456e-01 
 6.33316341e-04  3.24764958e+00 -3.99071006e-01 
 6.33816341e-04  3.43035359e+00 -3.98139406e-01 
 6.34316341e-04  3.61089092e+00 -3.96956248e-01 
 6.34816341e-04  3.78914753e+00 -3.95522280e-01 
 6.35316341e-04  3.96501083e+00 -3.93838408e-01 
 6.35816341e-04  4.13836975e+00 -3.91905698e-01 
 6.36316341e-04  4.30911478e+00 -3.89725373e-01 
 6.36816341e-04  4.47713809e+00 -3.87298810e-01 
 6.37316341e-04  4.64233353e+00 -3.84627543e-01 
 6.37816341e-04  4.80459679e+00 -3.81713261e-01 
 6.38316341e-04  4.96382535e+00 -3.78557806e-01 
 6.38816341e-04  5.11991866e+00 -3.75163173e-01 
 6.39316341e-04  5.27277811e+00 -3.71531506e-01 
 6.39816341e-04  5.42230717e+00 -3.67665101e-01 
 6.40316341e-04  5.56841138e+00 -3.63566401e-01 
 6.40816341e-04  5.71099846e+00 -3.59237996e-01 
 6.41316341e-04  5.84997835e+00 -3.54682622e-01 
 6.41816341e-04  5.98526328e+00 -3.49903156e-01 
 6.42316341e-04  6.11676778e+00 -3.44902619e-01 
 6.42816341e-04  6.24440880e+00 -3.39684169e-01 
 6.43316341e-04  6.36810572e+00 -3.34251105e-01 
 6.43816341e-04  6.48778040e+00 -3.28606859e-01 
 6.44316341e-04  6.60335726e+00 -3.22754997e-01 
 6.44816341e-04  6.71476331e+00 -3.16699215e-01 
 6.45316341e-04  6.82192816e+00 -3.10443340e-01 
 6.45816341e-04  6.92478414e+00 -3.03991324e-01 
 6.46316341e-04  7.02326627e+00 -2.97347243e-01 
 6.46816341e-04  7.11731236e+00 -2.90515294e-01 
 6.47316341e-04  7.20686301e+00 -2.83499793e-01 
 6.47816341e-04  7.29186164e+00 -2.76305171e-01 
 6.48316341e-04  7.37225458e+00 -2.68935974e-01 
 6.48816341e-04  7.44799104e+00 -2.61396856e-01 
 6.49316341e-04  7.51902319e+00 -2.53692580e-01 
 6.49816341e-04  7.58530617e+00 -2.45828012e-01 
 6.50316341e-04  7.64679811e+00 -2.37808120e-01 
 6.50816341e-04  7.70346016e+00 -2.29637969e-01 
 6.51316341e-04  7.75525654e+00 -2.21322721e-01 
 6.51816341e-04  7.80215454e+00 -2.12867626e-01 
 6.52316341e-04  7.84412453e+00 -2.04278027e-01 
 6.52816341e-04  7.88114000e+00 -1.95559347e-01 
 6.53316341e-04  7.91317757e+00 -1.86717094e-01 
 6.53816341e-04  7.94021701e+00 -1.77756853e-01 
 6.54316341e-04  7.96224124e+00 -1.68684283e-01 
 6.54816341e-04  7.97923635e+00 -1.59505113e-01 
 6.55316341e-04  7.99119160e+00 -1.50225143e-01 
 6.55816341e-04  7.99809945e+00 -1.40850232e-01 
 6.56316341e-04  7.99995552e+00 -1.31386302e-01 
 6.56816341e-04  7.99675865e+00 -1.21839330e-01 
 6.57316341e-04  7.98851085e+00 -1.12215347e-01 
 6.57816341e-04  7.97521735e+00 -1.02520430e-01 
 6.58316341e-04  7.95688652e+00 -9.27607043e-02 
 6.58816341e-04  7.93352995e+00 -8.29423330e-02 
 6.59316341e-04  7.90516239e+00 -7.30715180e-02 
 6.59816341e-04  7.87180177e+00 -6.31544941e-02 
 6.60316341e-04  7.83346914e+00 -5.31975253e-02 
 6.60816341e-04  7.79018873e+00 -4.32069011e-02 
 6.61316341e-04  7.74198787e+00 -3.31889321e-02 
 6.61816341e-04  7.68889700e+00 -2.31499463e-02 
 6.62316341e-04  7.63094967e+00 -1.30962854e-02 
 6.62816341e-04  7.56818246e+00 -3.03429996e-03 
 6.63316341e-04  7.50063502e+00  7.02965377e-03 
 6.63816341e-04  7.42835002e+00  1.70892183e-02 
 6.64316341e-04  7.35137312e+00  2.71380390e-02 
 6.64816341e-04  7.26975293e+00  3.71697677e-02 
 6.65316341e-04  7.18354101e+00  4.71780671e-02 
 6.65816341e-04  7.09279181e+00  5.71566147e-02 
 6.66316341e-04  6.99756265e+00  6.70991066e-02 
 6.66816341e-04  6.89791368e+00  7.69992618e-02 
 6.67316341e-04  6.79390784e+00  8.68508259e-02 
 6.67816341e-04  6.68561083e+00  9.66475752e-02 
 6.68316341e-04  6.57309104e+00  1.06383320e-01 
 6.68816341e-04  6.45641954e+00  1.16051911e-01 
 6.69316341e-04  6.33567003e+00  1.25647239e-01 
 6.69816341e-04  6.21091878e+00  1.35163243e-01 
 6.70316341e-04  6.08224457e+00  1.44593910e-01 
 6.70816341e-04  5.94972869e+00  1.53933283e-01 
 6.71316341e-04  5.81345484e+00  1.63175462e-01 
 6.71816341e-04  5.67350908e+00  1.72314607e-01 
 6.72316341e-04  5.52997981e+00  1.81344945e-01 
 6.72816341e-04  5.38295769e+00  1.90260771e-01 
 6.73316341e-04  5.23253557e+00  1.99056453e-01 
 6.73816341e-04  5.07880848e+00  2.07726433e-01 
 6.74316341e-04  4.92187350e+00  2.16265235e-01 
 6.74816341e-04  4.76182975e+00  2.24667464e-01 
 6.75316341e-04  4.59877834e+00  2.32927812e-01 
 6.75816341e-04  4.43282224e+00  2.41041060e-01 
 6.76316341e-04  4.26406627e+00  2.49002084e-01 
 6.76816341e-04  4.09261703e+00  2.56805853e-01 
 6.77316341e-04  3.91858280e+00  2.64447438e-01 
 6.77816341e-04  3.74207351e+00  2.71922012e-01 
 6.78316341e-04  3.56320065e+00  2.79224851e-01 
 6.78816341e-04  3.38207720e+00  2.86351344e-01 
 6.79316341e-04  3.19881755e+00  2.93296987e-01 
 6.79816341e-04  3.01353746e+00  3.00057394e-01 
 6.80316341e-04  2.82635395e+00  3.06628293e-01 
 6.80816341e-04  2.63738526e+00  3.13005533e-01 
 6.81316341e-04  2.44675074e+00  3.19185086e-01 
 6.81816341e-04  2.25457080e+00  3.25163048e-01 
 6.82316341e-04  2.06096683e+00  3.30935643e-01 
 6.82816341e-04  1.86606110e+00  3.36499223e-01 
 6.83316341e-04  1.66997673e+00  3.41850275e-01 
 6.83816341e-04  1.47283757e+00  3.46985419e-01 
 6.84316341e-04  1.27476813e+00  3.51901409e-01 
 6.84816341e-04  1.07589352e+00  3.56595141e-01 
 6.85316341e-04  8.76339350e-01  3.61063650e-01 
 6.85816341e-04  6.76231668e-01  3.65304112e-01 
 6.86316341e-04  4.75696864e-01  3.69313850e-01 
 6.86816341e-04  2.74861599e-01  3.73090331e-01 
 6.87316341e-04  7.38527255e-02  3.76631168e-01 
 6.87816341e-04 -1.27202795e-01  3.79934125e-01 
 6.88316341e-04 -3.28177971e-01  3.82997115e-01 
 6.88816341e-04 -5.28945863e-01  3.85818205e-01 
 6.89316341e-04 -7.29379662e-01  3.88395611e-01 
 6.89816341e-04 -9.29352768e-01  3.90727705e-01 
 6.90316341e-04 -1.12873888e+00  3.92813016e-01 
 6.90816341e-04 -1.32741205e+00  3.94650224e-01 
 6.91316341e-04 -1.52524680e+00  3.96238170e-01 
 6.91816341e-04 -1.72211817e+00  3.97575851e-01 
 6.92316341e-04 -1.91790181e+00  3.98662421e-01 
 6.92816341e-04 -2.11247407e+00  3.99497195e-01 
 6.93316341e-04 -2.30571204e+00  4.00079644e-01 
 6.93816341e-04 -2.49749368e+00  4.00409402e-01 
 6.94316341e-04 -2.68769784e+00  4.00486260e-01 
 6.94816341e-04 -2.87620440e+00  4.00310169e-01 
 6.95316341e-04 -3.06289429e+00  3.99881240e-01 
