 time            v(NIN)          v(NSKOUT)      
 9.28316341e-04  3.56320065e+00  2.79100753e-01 
 9.28816341e-04  3.38207720e+00  2.86228007e-01 
 9.29316341e-04  3.19881755e+00  2.93174407e-01 
 9.29816341e-04  3.01353746e+00  2.99935565e-01 
 9.30316341e-04  2.82635395e+00  3.06507211e-01 
 9.30816341e-04  2.63738526e+00  3.12885195e-01 
 9.31316341e-04  2.44675074e+00  3.19065486e-01 
 9.31816341e-04  2.25457080e+00  3.25044181e-01 
 9.32316341e-04  2.06096683e+00  3.30817505e-01 
 9.32816341e-04  1.86606110e+00  3.36381811e-01 
 9.33316341e-04  1.66997673e+00  3.41733583e-01 
 9.33816341e-04  1.47283757e+00  3.46869442e-01 
 9.34316341e-04  1.27476813e+00  3.51786144e-01 
 9.34816341e-04  1.07589352e+00  3.56480583e-01 
 9.35316341e-04  8.76339350e-01  3.60949794e-01 
 9.35816341e-04  6.76231668e-01  3.65190955e-01 
 9.36316341e-04  4.75696864e-01  3.69201387e-01 
 9.36816341e-04  2.74861599e-01  3.72978557e-01 
 9.37316341e-04  7.38527255e-02  3.76520080e-01 
 9.37816341e-04 -1.27202795e-01  3.79823719e-01 
 9.38316341e-04 -3.28177971e-01  3.82887386e-01 
 9.38816341e-04 -5.28945863e-01  3.85709149e-01 
 9.39316341e-04 -7.29379662e-01  3.88287224e-01 
 9.39816341e-04 -9.29352768e-01  3.90619983e-01 
 9.40316341e-04 -1.12873888e+00  3.92705954e-01 
 9.40816341e-04 -1.32741205e+00  3.94543819e-01 
 9.41316341e-04 -1.52524680e+00  3.96132418e-01 
 9.41816341e-04 -1.72211817e+00  3.97470748e-01 
 9.42316341e-04 -1.91790181e+00  3.98557963e-01 
 9.42816341e-04 -2.11247407e+00  3.99393377e-01 
 9.43316341e-04 -2.30571204e+00  3.99976464e-01 
 9.43816341e-04 -2.49749368e+00  4.00306854e-01 
 9.44316341e-04 -2.68769784e+00  4.00384341e-01 
 9.44816341e-04 -2.87620440e+00  4.00208875e-01 
 9.45316341e-04 -3.06289429e+00  3.99780568e-01 
 9.45816341e-04 -3.24764958e+00  3.99099690e-01 
 9.46316341e-04 -3.43035359e+00  3.98166673e-01 
 9.46816341e-04 -3.61089092e+00  3.96982105e-01 
 9.47316341e-04 -3.78914753e+00  3.95546736e-01 
 9.47816341e-04 -3.96501083e+00  3.93861472e-01 
 9.48316341e-04 -4.13836975e+00  3.91927379e-01 
 9.48816341e-04 -4.30911478e+00  3.89745678e-01 
 9.49316341e-04 -4.47713809e+00  3.87317748e-01 
 9.49816341e-04 -4.64233353e+00  3.84645123e-01 
 9.50316341e-04 -4.80459679e+00  3.81729491e-01 
 9.50816341e-04 -4.96382535e+00  3.78572695e-01 
 9.51316341e-04 -5.11991866e+00  3.75176728e-01 
 9.51816341e-04 -5.27277811e+00  3.71543736e-01 
 9.52316341e-04 -5.42230717e+00  3.67676014e-01 
 9.52816341e-04 -5.56841138e+00  3.63576005e-01 
 9.53316341e-04 -5.71099846e+00  3.59246299e-01 
 9.53816341e-04 -5.84997835e+00  3.54689631e-01 
 9.54316341e-04 -5.98526328e+00  3.49908880e-01 
 9.54816341e-04 -6.11676778e+00  3.44907066e-01 
 9.55316341e-04 -6.24440880e+00  3.39687347e-01 
 9.55816341e-04 -6.36810572e+00  3.34253021e-01 
 9.56316341e-04 -6.48778040e+00  3.28607521e-01 
 9.56816341e-04 -6.60335726e+00  3.22754413e-01 
 9.57316341e-04 -6.71476331e+00  3.16697393e-01 
 9.57816341e-04 -6.82192816e+00  3.10440287e-01 
 9.58316341e-04 -6.92478414e+00  3.03987047e-01 
 9.58816341e-04 -7.02326627e+00  2.97341750e-01 
 9.59316341e-04 -7.11731236e+00  2.90508592e-01 
 9.59816341e-04 -7.20686301e+00  2.83491890e-01 
 9.60316341e-04 -7.29186164e+00  2.76296075e-01 
 9.60816341e-04 -7.37225458e+00  2.68925691e-01 
 9.61316341e-04 -7.44799104e+00  2.61385394e-01 
 9.61816341e-04 -7.51902319e+00  2.53679946e-01 
 9.62316341e-04 -7.58530617e+00  2.45814214e-01 
 9.62816341e-04 -7.64679811e+00  2.37793164e-01 
 9.63316341e-04 -7.70346016e+00  2.29621863e-01 
 9.63816341e-04 -7.75525654e+00  2.21305471e-01 
 9.64316341e-04 -7.80215454e+00  2.12849241e-01 
 9.64816341e-04 -7.84412453e+00  2.04258512e-01 
 9.65316341e-04 -7.88114000e+00  1.95538710e-01 
 9.65816341e-04 -7.91317757e+00  1.86695341e-01 
 9.66316341e-04 -7.94021701e+00  1.77733991e-01 
 9.66816341e-04 -7.96224124e+00  1.68660319e-01 
 9.67316341e-04 -7.97923635e+00  1.59480055e-01 
 9.67816341e-04 -7.99119160e+00  1.50198995e-01 
 9.68316341e-04 -7.99809945e+00  1.40823003e-01 
 9.68816341e-04 -7.99995552e+00  1.31357998e-01 
 9.69316341e-04 -7.99675865e+00  1.21809957e-01 
 9.69816341e-04 -7.98851085e+00  1.12184912e-01 
 9.70316341e-04 -7.97521735e+00  1.02488940e-01 
 9.70816341e-04 -7.95688652e+00  9.27281652e-02 
 9.71316341e-04 -7.93352995e+00  8.29087513e-02 
 9.71816341e-04 -7.90516239e+00  7.30369002e-02 
 9.72316341e-04 -7.87180177e+00  6.31188464e-02 
 9.72816341e-04 -7.83346914e+00  5.31608542e-02 
 9.73316341e-04 -7.79018873e+00  4.31692128e-02 
 9.73816341e-04 -7.74198787e+00  3.31502328e-02 
 9.74316341e-04 -7.68889700e+00  2.31102423e-02 
 9.74816341e-04 -7.63094967e+00  1.30555827e-02 
 9.75316341e-04 -7.56818246e+00  2.99260483e-03 
 9.75816341e-04 -7.50063502e+00 -7.07233529e-03 
 9.76316341e-04 -7.42835002e+00 -1.71328802e-02 
 9.76816341e-04 -7.35137312e+00 -2.71826752e-02 
 9.77316341e-04 -7.26975293e+00 -3.72153722e-02 
 9.77816341e-04 -7.18354101e+00 -4.72246341e-02 
 9.78316341e-04 -7.09279181e+00 -5.72041382e-02 
 9.78816341e-04 -6.99756265e+00 -6.71475807e-02 
 9.79316341e-04 -6.89791368e+00 -7.70486807e-02 
 9.79816341e-04 -6.79390784e+00 -8.69011838e-02 
 9.80316341e-04 -6.68561083e+00 -9.66988663e-02 
 9.80816341e-04 -6.57309104e+00 -1.06435539e-01 
 9.81316341e-04 -6.45641954e+00 -1.16105052e-01 
 9.81816341e-04 -6.33567003e+00 -1.25701296e-01 
 9.82316341e-04 -6.21091878e+00 -1.35218210e-01 
 9.82816341e-04 -6.08224457e+00 -1.44649782e-01 
 9.83316341e-04 -5.94972869e+00 -1.53990055e-01 
 9.83816341e-04 -5.81345484e+00 -1.63233127e-01 
 9.84316341e-04 -5.67350908e+00 -1.72373161e-01 
 9.84816341e-04 -5.52997981e+00 -1.81404382e-01 
 9.85316341e-04 -5.38295769e+00 -1.90321086e-01 
 9.85816341e-04 -5.23253557e+00 -1.99117639e-01 
 9.86316341e-04 -5.07880848e+00 -2.07788487e-01 
 9.86816341e-04 -4.92187350e+00 -2.16328150e-01 
 9.87316341e-04 -4.76182975e+00 -2.24731235e-01 
 9.87816341e-04 -4.59877834e+00 -2.32992434e-01 
 9.88316341e-04 -4.43282224e+00 -2.41106528e-01 
 9.88816341e-04 -4.26406627e+00 -2.49068392e-01 
 9.89316341e-04 -4.09261703e+00 -2.56872997e-01 
 9.89816341e-04 -3.91858280e+00 -2.64515412e-01 
 9.90316341e-04 -3.74207351e+00 -2.71990811e-01 
 9.90816341e-04 -3.56320065e+00 -2.79294471e-01 
 9.91316341e-04 -3.38207720e+00 -2.86421778e-01 
 9.91816341e-04 -3.19881755e+00 -2.93368232e-01 
 9.92316341e-04 -3.01353746e+00 -3.00129444e-01 
 9.92816341e-04 -2.82635395e+00 -3.06701143e-01 
 9.93316341e-04 -2.63738526e+00 -3.13079178e-01 
 9.93816341e-04 -2.44675074e+00 -3.19259522e-01 
 9.94316341e-04 -2.25457080e+00 -3.25238269e-01 
 9.94816341e-04 -2.06096683e+00 -3.31011645e-01 
 9.95316341e-04 -1.86606110e+00 -3.36576001e-01 
 9.95816341e-04 -1.66997673e+00 -3.41927825e-01 
 9.96316341e-04 -1.47283757e+00 -3.47063734e-01 
 9.96816341e-04 -1.27476813e+00 -3.51980486e-01 
 9.97316341e-04 -1.07589352e+00 -3.56674975e-01 
 9.97816341e-04 -8.76339350e-01 -3.61144237e-01 
 9.98316341e-04 -6.76231668e-01 -3.65385447e-01 
 9.98816341e-04 -4.75696864e-01 -3.69395928e-01 
 9.99316341e-04 -2.74861599e-01 -3.73173147e-01 
 9.99816341e-04 -7.38527255e-02 -3.76714718e-01 
 1.00000000e-03 -1.56754790e-14 -3.77956036e-01 
